 Date: 30/06/2021                                                            - ANALYSE CA CLIENT par ARTICLE -                                                            Page   1
 Societe :ALINE TAHITI S.A.             

REPRES ;Code ;Nom du client ;Categ. client ;DEPART ;REFERENCE ;DESIGNATION ;REGROUP ;QTE ;C.A. NET ;Remise ;MARGE ;% MRG ;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;21024102;CADUM SAVON A.DOUCE 6X100GRS  ;0153;       12.00;       6912;          0;       2594;   37.53;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;31010530;KOTEX MAXI X8                 ;0100;       48.00;       8256;          0;       4542;   55.01;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;31010540;KOTEX SLIM X10                ;0100;       48.00;       8256;          0;       3646;   44.16;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;31010553;KOTEX OVERNIGHT X12           ;0100;       48.00;      13920;          0;       6438;   46.25;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;31910070;BBC. 2 SUC. REVERS. PHOSPHO. 6;0100;        3.00;       1770;          0;        916;   51.75;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;31910122;BBC. BIB CS PP DROIT 240ML    ;0100;        6.00;       3360;          0;       1593;   47.41;
88;3530;TAUA JUNIOR PUNAAUIA          ;A;01;;TOTAL DEPARTEMENT;;;     206533;      10942;      92084;   44.59;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10010112;LE CHAT SAV.GLY 4X175GRS + 1GT;0627;       10.00;       5800;          0;       2019;   34.81;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10010600;DECAPFOUR CONFORT 500ML       ;0630;        2.00;       1080;          0;        625;   57.87;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10010610;DECAPFOUR EXPRESS 500ML       ;0630;        4.00;       1920;          0;       1100;   57.29;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10012124;LE CHAT SAV.PECHE 5X100G      ;0627;       18.00;       8010;          0;       3064;   38.25;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10012260;LE CHAT 60D EXPERT 3L         ;0601;       15.00;      19350;      12465;       6200;   32.04;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10012590;DECAPFEU NOIR 500ML           ;0630;        3.00;       1698;          0;        749;   44.11;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10022000;FA SHP/DOUCHE P.WAVE 250ML    ;0668;        4.00;        964;          0;        489;   50.73;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10022048;FA DCHE BRAZIL 250ML          ;0668;        4.00;        964;          0;        484;   50.21;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10022049;FA DCHE AMAZONIA 250ML        ;0668;        4.00;        964;          0;        471;   48.86;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10024400;SCORPIO DEO NOIR 150ML        ;0674;        6.00;       2394;          0;        971;   40.56;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10024408;SCORPIO DEO SPORT 150ML       ;0674;        6.00;       2394;          0;       1248;   52.13;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10030500;PAL ST.ALGUE 660 CHAT.CARAMEL ;0689;        6.00;       3684;          0;       2116;   57.44;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10030610;PAL NAT 1.0 NOIR              ;0689;        6.00;       3684;          0;       2005;   54.42;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10042078;CATCH AERO TOUS INSECTES 400ML;0650;        6.00;       3000;          0;       1368;   45.60;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10510612;CANARD WC GEL BLEU 750ML      ;0629;        3.00;        909;          0;        337;   37.07;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10510613;CANARD WC GEL VERT 750ML      ;0629;        3.00;        909;          0;        338;   37.18;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10520318;BAYGON VERT 400ML             ;0637;       12.00;       5940;          0;       2533;   42.64;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;10520319;BAYGON VERT 600ML             ;0637;       12.00;       8760;          0;       3793;   43.30;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;11010180;SP.CARRE EPONGE X5 ANTIBACT   ;0649;        6.00;       2184;          0;       1070;   48.99;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;16200000;VINAIGRE MENAGER CITRON 1L    ;0600;        6.00;       1398;          0;        565;   40.41;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;16200001;VINAIGRE MENAGER NATURE 1L    ;0600;        6.00;       1398;          0;        548;   39.20;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;17510550;SAN. LINGET X 72 MULTI        ;0696;       10.00;       4500;          0;       2673;   59.40;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;17510552;SAN. LINGET X 72 PAMPLEMOUSSE ;0696;       10.00;       4500;          0;       2421;   53.80;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;25315011;CIGALE SAV.4X100G AMANDE DOUCE;0600;        6.00;       1944;          0;        960;   49.38;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;25315014;CIGALE SAV. 4X100G MIEL       ;0600;        6.00;       1944;          0;        830;   42.70;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;26310705;MAPA PROTECT.EPINE L/XL       ;0600;       12.00;      15000;          0;       7365;   49.10;
34;3530;TAUA JUNIOR PUNAAUIA          ;A;06;;TOTAL DEPARTEMENT;;;     105292;      12465;      46342;   44.01;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;10410000;VICTOR PIEGE A RAT            ;0700;        6.00;       1980;          0;        918;   46.36;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;10410002;VICTOR PIEGE A SOURIS         ;0700;       13.00;       1260;        105;        652;   51.75;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;11810005;MET.24BOUGIES ANNIVERSAIRE    ;0700;       12.00;       1740;          0;        900;   51.72;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;23210020;S.COUTEAU PREPLINE FARINE     ;0700;       11.00;      37500;       3750;       9753;   26.01;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;23810006;T.EASY POELE 28CM             ;0700;        1.00;       2390;          0;       1177;   49.25;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;23810010;T.EASY POELE 32CM             ;0700;        1.00;       2890;          0;       1451;   50.21;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;35510033;PILE 9V 6LR61 522BP1 .ENER.MAX;0780;       12.00;       3300;          0;       1090;   33.03;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;35510050;PILE 12V A 27BP1              ;0780;       12.00;       1380;          0;        523;   37.90;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;35530010;TORCHE HEADLIGHT 3LED HDB323  ;0783;        4.00;       3712;          0;        733;   19.75;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60101062;DAIA LESSIV.POUD.LEMON2.4K PPN;0705;       50.00;      29800;          0;       6387;   21.43;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60101064;DAIA LESSIV.POUD.WHITE2.4K PPN;0705;       50.00;      29800;          0;       5884;   19.74;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60101066;DAIA POUDRE 2.4K COLOR     PPN;0705;       25.00;      14900;          0;       2942;   19.74;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60102054;NUVO SAVON 76G COOL           ;0700;        0.00;          0;          0;          0;    0.00;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60102102;FRES&NATURAL SAVON 70G ORANGE ;0700;       13.00;        660;         55;        399;   60.45;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;60103000;VAPE TORTILLONS X10           ;0700;       12.00;        732;          0;        325;   44.40;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;61105029;BF GEL COIFF.BETON 150ML      ;0700;       13.00;       1920;        160;        804;   41.88;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;61105040;BF DENTIF. A-CARIES 75ML      ;0700;       13.00;       2100;        175;        839;   39.95;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;61105041;BF DENTIF. A-TARTRE 75ML      ;0700;       13.00;       2100;        175;        863;   41.10;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;61105042;BF DENTIF. BLANCHEUR 75ML     ;0700;       13.00;       2100;        175;        826;   39.33;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;61105429;B.F BATONNETS X160            ;0700;       26.00;       2880;        240;       1322;   45.90;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;07;;TOTAL DEPARTEMENT;;;     143144;       4835;      37788;   26.40;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;60210000;GOLDEN CAMEL RIZ JASMIN 1KG   ;0800;      240.00;      52800;          0;       9878;   18.71;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;60410000;ARGO PETITS POIS 425g      PPN;0805;      480.00;      43200;          0;       7979;   18.47;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61102182;B.F HUILE OLIVE BIO 75CL      ;0800;        6.00;       5940;          0;       3508;   59.06;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104002;B.F HARICOT VERT FINS 4X4     ;0800;       12.00;       2340;          0;        790;   33.76;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104044;B.F SPAGHETTIS 500G       PPN ;0805;       48.00;       3648;          0;        690;   18.91;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104046;B.F SPAGHETTIS 1KG        PPN ;0805;       12.00;       1800;          0;        530;   29.44;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104057;B.F RAVIOLIS BOLOGNAISE 800G  ;0800;       12.00;       3840;          0;       1319;   34.35;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104330;B.F OLIVE VERT DENOYAUT. 370ML;0800;       12.00;       1740;          0;        706;   40.57;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61104410;B.F PATE TORSADE 500G      PPN;0805;        0.00;          0;          0;          0;    0.00;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61106031;B.F SIROP GRENADINE 75CL      ;0800;        0.00;          0;          0;          0;    0.00;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61107054;B.F BARQ.CHAT SAUMON 100G     ;0800;       32.00;       1600;          0;        694;   43.38;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61107122;WIN.BOUL CHIEN 1.25K BOEUF    ;0100;       12.00;       3480;          0;       1594;   45.80;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61107130;WIN.BOUL CHAT 400G BOEUF      ;0100;       24.00;       3600;          0;       2234;   62.06;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61107132;WIN.BOUL CHAT 400G POISSON    ;0100;       24.00;       3600;          0;       2294;   63.72;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61200100;MUTTI TOMATE PELEE 400G       ;0800;       12.00;       2040;          0;        619;   30.34;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;61732100;PACIFIC CURRY HOT 90G         ;0800;       24.00;       4200;          0;        904;   21.52;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;62000100;PSC RIZ PARFUME AU JASMIN 1KG ;0800;      240.00;      52800;          0;      13775;   26.09;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;65000013;BUND.TRADITION.LEMONAD.4X375ML;0300;        6.00;       4740;          0;       1741;   36.73;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;65000017;BUND.BURGUNDEE CR.SODA 4X375ML;0300;        6.00;       4740;          0;       1058;   22.32;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;65001001;BUNDABERG BLOOD ORANGE 4X375ML;0300;        6.00;       4740;          0;       1057;   22.30;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;72000000;LAIT 1/2 ECREME 1L PPN        ;0800;      120.00;      11400;          0;       2139;   18.76;
41;3530;TAUA JUNIOR PUNAAUIA          ;A;08;;TOTAL DEPARTEMENT;;;     212248;          0;      53509;   25.21;
05;3530;TAUA JUNIOR PUNAAUIA          ;A;09;80081233;SCORPIO DEO AMBITIOUS 150ML   ;0900;        6.00;       1032;          0;       -390;  -37.79;
05;3530;TAUA JUNIOR PUNAAUIA          ;A;09;;TOTAL DEPARTEMENT;;;       1032;          0;       -390;  -37.79;

;         ;TOTAL Client: TAUA JUNIOR PUNAAUIA          ;;     ;;;;;     668249;      28242;     229333;   34.32;

88;3550;TE MAU HOA CARDELLA           ;M;01;21009005;DOP SHP AUX OEUFS 400ML       ;0144;        3.00;        744;          0;        203;   27.28;
88;3550;TE MAU HOA CARDELLA           ;M;01;21009045;DOP SHP HUILE ARGAN 2/1 400ML ;0144;        3.00;        744;          0;        205;   27.55;
88;3550;TE MAU HOA CARDELLA           ;M;01;21009048;DOP SHP POMME 400ML           ;0144;        3.00;        744;          0;        218;   29.30;
88;3550;TE MAU HOA CARDELLA           ;M;01;21009050;DOP SHP 2EN1 SOIE 400ML       ;0144;        3.00;        744;          0;        210;   28.23;
88;3550;TE MAU HOA CARDELLA           ;M;01;21009090;ELSEVE SHP COLOR VIVE 290ML   ;0101;        3.00;       1365;          0;        596;   43.66;
88;3550;TE MAU HOA CARDELLA           ;M;01;21009120;ELSEVE SHP LISSE INTENSE 290ML;0100;        3.00;       1365;          0;        590;   43.22;
88;3550;TE MAU HOA CARDELLA           ;M;01;21014302;NARTA DEO ROL F POUDREE 50ML  ;0150;        6.00;       2304;          0;       1145;   49.70;
88;3550;TE MAU HOA CARDELLA           ;M;01;21014306;NARTA DEO ROL F BIO EFF 50ML  ;0150;        6.00;       2304;          0;       1219;   52.91;
88;3550;TE MAU HOA CARDELLA           ;M;01;21016045;BIEN ETRE EDC ESS.FRAIC.250ML ;0157;        6.00;       3516;          0;       1763;   50.14;
88;3550;TE MAU HOA CARDELLA           ;M;01;21019500;NARTA DEO ROL H NORD EXT 50ML ;0150;        6.00;       2304;          0;       1163;   50.48;
88;3550;TE MAU HOA CARDELLA           ;M;01;31010530;KOTEX MAXI X8                 ;0100;       12.00;       2064;          0;       1136;   55.04;
88;3550;TE MAU HOA CARDELLA           ;M;01;31010540;KOTEX SLIM X10                ;0100;       12.00;       2064;          0;        912;   44.19;
88;3550;TE MAU HOA CARDELLA           ;M;01;31010547;KOTEX OVERNIGHT X6            ;0100;       12.00;       2064;          0;        960;   46.51;
88;3550;TE MAU HOA CARDELLA           ;M;01;;TOTAL DEPARTEMENT;;;      22326;          0;      10320;   46.22;
88;3550;TE MAU HOA CARDELLA           ;M;06;10510830;GLADE AERO LAVANDE 300ML      ;0628;        3.00;        879;          0;        369;   41.98;
88;3550;TE MAU HOA CARDELLA           ;M;06;10510832;GLADE AERO RELAX ZEN 300ML    ;0628;        3.00;        879;          0;        371;   42.21;
88;3550;TE MAU HOA CARDELLA           ;M;06;16110200;SPA.DEBOUCH LIQUIDE 1L        ;0600;        6.00;       4818;          0;       2200;   45.66;
88;3550;TE MAU HOA CARDELLA           ;M;06;;TOTAL DEPARTEMENT;;;       6576;          0;       2940;   44.71;
88;3550;TE MAU HOA CARDELLA           ;M;07;23210020;S.COUTEAU PREPLINE FARINE     ;0700;        2.00;       7500;          0;       2455;   32.73;
88;3550;TE MAU HOA CARDELLA           ;M;07;60100100;BLU PATE VAISSELLE 450GRS     ;0700;        4.00;        580;          0;        314;   54.14;
88;3550;TE MAU HOA CARDELLA           ;M;07;;TOTAL DEPARTEMENT;;;       8080;          0;       2769;   34.27;

;         ;TOTAL Client: TE MAU HOA CARDELLA           ;;     ;;;;;      36982;          0;      16029;   43.34;

18;3580;TEFANA FAAA                   ;A;01;13710004;FIXIES SINGLE 3 MIDI 24'      ;0105;        3.00;       1875;          0;        367;   19.57;
18;3580;TEFANA FAAA                   ;A;01;13710006;FIXIES SINGLE 4 MAXI 22'      ;0105;        6.00;       3750;          0;        676;   18.03;
18;3580;TEFANA FAAA                   ;A;01;13710008;FIXIES SINGLE 4+ MAXI+ 20'    ;0105;        6.00;       3750;          0;        780;   20.80;
18;3580;TEFANA FAAA                   ;A;01;13710010;FIXIES SINGLE 5 JUNIOR 18'    ;0105;        6.00;       3750;          0;        781;   20.83;
18;3580;TEFANA FAAA                   ;A;01;21008400;DECOLORIL FORTE 3             ;0126;       13.00;      14304;       1192;       7217;   50.45;
18;3580;TEFANA FAAA                   ;A;01;21016005;BIEN ETRE EDC NATUREL 500ML   ;0157;        6.00;       5334;          0;       2443;   45.80;
18;3580;TEFANA FAAA                   ;A;01;21016015;BIEN ETRE EDC ESS.FRAIC.500ML ;0157;        7.00;       5334;        889;       1957;   36.69;
18;3580;TEFANA FAAA                   ;A;01;21016040;BIEN ETRE EDC LAVANDE 250ML   ;0157;        7.00;       3516;        586;       1472;   41.87;
18;3580;TEFANA FAAA                   ;A;01;21016045;BIEN ETRE EDC ESS.FRAIC.250ML ;0157;        6.00;       3516;          0;       1763;   50.14;
18;3580;TEFANA FAAA                   ;A;01;21023005;FLUORYL DENTIFRICE TUBE 75ML  ;0159;       50.00;      12144;        506;       4461;   36.73;
18;3580;TEFANA FAAA                   ;A;01;31010540;KOTEX SLIM X10                ;0100;       13.00;       2064;        172;        816;   39.53;
18;3580;TEFANA FAAA                   ;A;01;31010547;KOTEX OVERNIGHT X6            ;0100;       13.00;       2064;        172;        868;   42.05;
18;3580;TEFANA FAAA                   ;A;01;46102050;PERS.LESSIVE BB 1.485L/27D ABR;0100;        0.00;          0;          0;          0;    0.00;
18;3580;TEFANA FAAA                   ;A;01;;TOTAL DEPARTEMENT;;;      61401;       3517;      23601;   38.44;
18;3580;TEFANA FAAA                   ;A;06;10530105;RAID FOURMIS/CAFARD 400ML     ;0636;       13.00;       5820;        485;       2242;   38.52;
18;3580;TEFANA FAAA                   ;A;06;;TOTAL DEPARTEMENT;;;       5820;        485;       2242;   38.52;
41;3580;TEFANA FAAA                   ;A;07;11610306;COUTEAU 3R BOUCHER 8P/21CM    ;0700;       23.00;      17600;       2640;       4628;   26.30;
41;3580;TEFANA FAAA                   ;A;07;11610318;COUTEAU OFFICE POLYPRO        ;0700;        0.00;          0;          0;          0;    0.00;
41;3580;TEFANA FAAA                   ;A;07;11810037;MET.COUTEAU A PAIN            ;0700;       13.00;       5160;        430;       2310;   44.77;
41;3580;TEFANA FAAA                   ;A;07;11810454;MET.PASSOIRE PLAST.14CM       ;0700;        6.00;       3180;          0;       1209;   38.02;
41;3580;TEFANA FAAA                   ;A;07;11810457;MET.PASSOIRE PLAST.18CM       ;0700;        7.00;       4860;        810;       1439;   29.61;
41;3580;TEFANA FAAA                   ;A;07;11810490;MET.PORTIONNEUSE A GLACE      ;0700;       13.00;       8580;        715;       4025;   46.91;
41;3580;TEFANA FAAA                   ;A;07;11810580;MET.2SPATULES CAOUTCHOUC      ;0700;       13.00;       3600;        300;       1703;   47.31;
41;3580;TEFANA FAAA                   ;A;07;11810589;MET.TIRE-BOUCHON M.BOIS       ;0700;       13.00;       2760;        230;       1365;   49.46;
41;3580;TEFANA FAAA                   ;A;07;11810800;MET.300CURE-DENTS             ;0700;       13.00;       1740;        145;        776;   44.60;
41;3580;TEFANA FAAA                   ;A;07;16610055;BOUGIES X8 BLANCHES BB ROSE   ;0700;      690.00;     135000;      20250;      20212;   14.97;
41;3580;TEFANA FAAA                   ;A;07;16610100;BOUGIE TROPICALE X8 LA GROTTE ;0700;      250.00;      48500;       5250;      16227;   33.46;
41;3580;TEFANA FAAA                   ;A;07;23810550;T.PBAKE TARTE 30CM            ;0700;       11.00;      11500;       1150;       4425;   38.48;
41;3580;TEFANA FAAA                   ;A;07;26810000;ACETONE 1L                    ;0700;        6.00;       3060;          0;        952;   31.11;
41;3580;TEFANA FAAA                   ;A;07;26810016;WHITE SPIRIT 1L               ;0700;        7.00;       3180;        530;       1085;   34.12;
41;3580;TEFANA FAAA                   ;A;07;35500010;2PILES D R20 M1250SW2 EVEREADY;0779;       72.00;       8160;       1632;       1904;   23.33;
41;3580;TEFANA FAAA                   ;A;07;35500011;2PILES C R14 M1235S2  EVEREADY;0779;       72.00;       5940;       1188;       1379;   23.22;
41;3580;TEFANA FAAA                   ;A;07;35530010;TORCHE HEADLIGHT 3LED HDB323  ;0783;        4.00;       3712;          0;        733;   19.75;
41;3580;TEFANA FAAA                   ;A;07;60100003;BOOM LESSIV.POUDRE LEMON 400G ;0700;       20.00;       2800;          0;       1184;   42.29;
41;3580;TEFANA FAAA                   ;A;07;60101000;BOOM LESSIV.POUDRE 3KG  PPN   ;0705;       25.00;      14400;          0;       2741;   19.03;
41;3580;TEFANA FAAA                   ;A;07;60101060;DAIA LESSIV.POUD.FLOR 2.4K PPN;0705;      100.00;      59600;          0;      12774;   21.43;
41;3580;TEFANA FAAA                   ;A;07;60101064;DAIA LESSIV.POUD.WHITE2.4K PPN;0705;      100.00;      59600;          0;      12604;   21.15;
41;3580;TEFANA FAAA                   ;A;07;60103000;VAPE TORTILLONS X10           ;0700;       60.00;       3660;          0;       1623;   44.34;
41;3580;TEFANA FAAA                   ;A;07;61105007;DISSOLVANT 125ML              ;0700;        0.00;          0;          0;          0;    0.00;
41;3580;TEFANA FAAA                   ;A;07;61105029;BF GEL COIFF.BETON 150ML      ;0700;       13.00;       1920;        160;        804;   41.88;
41;3580;TEFANA FAAA                   ;A;07;61105116;RLX SAC POUBELLE 100L         ;0700;       26.00;       6000;        500;       2771;   46.18;
41;3580;TEFANA FAAA                   ;A;07;61105200;B.F DEBOUCHEUR LIQ.1L         ;0700;       12.00;       2640;        240;       1361;   51.55;
41;3580;TEFANA FAAA                   ;A;07;;TOTAL DEPARTEMENT;;;     417152;      36170;     100234;   24.03;
18;3580;TEFANA FAAA                   ;A;08;60410000;ARGO PETITS POIS 425g      PPN;0805;      240.00;      21600;          0;       3990;   18.47;
18;3580;TEFANA FAAA                   ;A;08;60800002;PINK SALMON PILLARD ROCK 418G ;0800;       24.00;       9000;          0;       1471;   16.34;
18;3580;TEFANA FAAA                   ;A;08;61100066;B.F COOKIES CHOCO/PEPIT.CHOCO ;0800;       12.00;       2400;          0;        700;   29.17;
18;3580;TEFANA FAAA                   ;A;08;61101016;B.F MUESLI CHOCO NOIR 500G    ;0800;        8.00;       2640;          0;        543;   20.57;
18;3580;TEFANA FAAA                   ;A;08;61104044;B.F SPAGHETTIS 500G       PPN ;0805;       24.00;       1824;          0;        345;   18.91;
18;3580;TEFANA FAAA                   ;A;08;61104046;B.F SPAGHETTIS 1KG        PPN ;0805;       24.00;       3600;          0;       1061;   29.47;
18;3580;TEFANA FAAA                   ;A;08;61104072;B.F PUREE LAIT ENT. 3SACH 375G;0800;       12.00;       3240;          0;        711;   21.94;
18;3580;TEFANA FAAA                   ;A;08;61104074;B.F PUREE DE PDT 375G         ;0800;        0.00;          0;          0;          0;    0.00;
18;3580;TEFANA FAAA                   ;A;08;72000000;LAIT 1/2 ECREME 1L PPN        ;0800;      120.00;      11400;          0;       2139;   18.76;
18;3580;TEFANA FAAA                   ;A;08;;TOTAL DEPARTEMENT;;;      55704;          0;      10960;   19.68;

;         ;TOTAL Client: TEFANA FAAA                   ;;     ;;;;;     540077;      40172;     137037;   25.37;

18;3590;U EXPRESS CECILE              ;S;01;12140170;STYLE ELASTIQUE COULEUR SS MET;0100;        5.00;       1265;          0;        528;   41.74;
18;3590;U EXPRESS CECILE              ;S;01;12140200;SPA FLEUR DE MASSAGE          ;0100;       25.00;       5300;          0;       1879;   35.45;
18;3590;U EXPRESS CECILE              ;S;01;12340093;NAIR CIRE DIVINE RITUEL DOUCEU;0100;        6.00;       6540;          0;       2501;   38.24;
18;3590;U EXPRESS CECILE              ;S;01;12340158;NAIR DIVINE MONOI INTENSE X   ;0100;        6.00;       6540;          0;       2501;   38.24;
18;3590;U EXPRESS CECILE              ;S;01;12420630;POPSY KIT+BAD+GOB+TUBE        ;0100;       12.00;       6696;          0;       3309;   49.42;
18;3590;U EXPRESS CECILE              ;S;01;12910120;COTONEIGE COTON HYDROPH.100G  ;0100;        0.00;          0;          0;          0;    0.00;
18;3590;U EXPRESS CECILE              ;S;01;12910600;COTONEIGE 200BATONNETS OUATES ;0100;       36.00;       5472;          0;       2916;   53.29;
18;3590;U EXPRESS CECILE              ;S;01;12910615;COTON PLUS 50BATONNETS SECURIT;0100;        6.00;        912;          0;        506;   55.48;
18;3590;U EXPRESS CECILE              ;S;01;13610120;L&G JUMBO COUCHES T4+ X42     ;0100;       12.00;      19404;          0;       1689;    8.70;
18;3590;U EXPRESS CECILE              ;S;01;13610130;L&G JUMBO COUCHES T5 X40      ;0100;        6.00;       9702;          0;        819;    8.44;
18;3590;U EXPRESS CECILE              ;S;01;13710004;FIXIES SINGLE 3 MIDI 24'      ;0105;        6.00;       3750;          0;        733;   19.55;
18;3590;U EXPRESS CECILE              ;S;01;13710006;FIXIES SINGLE 4 MAXI 22'      ;0105;        6.00;       3750;          0;        676;   18.03;
18;3590;U EXPRESS CECILE              ;S;01;13710008;FIXIES SINGLE 4+ MAXI+ 20'    ;0105;       12.00;       7500;          0;       1560;   20.80;
18;3590;U EXPRESS CECILE              ;S;01;13710010;FIXIES SINGLE 5 JUNIOR 18'    ;0105;       18.00;      11250;          0;       2343;   20.83;
18;3590;U EXPRESS CECILE              ;S;01;13810300;MOUCHOIRS SUIT BOITE 150F     ;0100;        6.00;       1140;          0;        537;   47.11;
18;3590;U EXPRESS CECILE              ;S;01;21008165;BELLE COLOR 80 NOIR           ;0119;        6.00;       5760;          0;       3267;   56.72;
18;3590;U EXPRESS CECILE              ;S;01;21008526;EXCELLENCE 6 BLOND FONCE      ;0103;        3.00;       3486;          0;       1760;   50.49;
18;3590;U EXPRESS CECILE              ;S;01;21008534;EXCELLENCE 7.3 BLOND DORE     ;0103;        0.00;          0;          0;          0;    0.00;
18;3590;U EXPRESS CECILE              ;S;01;21008778;100% ULTRABRUN 1 NOIR INTENSE ;0121;        6.00;       3030;          0;       1674;   55.25;
18;3590;U EXPRESS CECILE              ;S;01;21008838;100% ULTRABRUN KIT RAC 3 CHATF;0121;        6.00;       2544;          0;       1381;   54.28;
18;3590;U EXPRESS CECILE              ;S;01;21009048;DOP SHP POMME 400ML           ;0144;        6.00;       1488;          0;        436;   29.30;
18;3590;U EXPRESS CECILE              ;S;01;21009100;ELSEVE SHP HUILE BOUCLES 250ML;0101;        6.00;       2730;          0;       1388;   50.84;
18;3590;U EXPRESS CECILE              ;S;01;21009105;ELSEVE SHP HUILE COCO 250ML   ;0101;        6.00;       2730;          0;       1321;   48.39;
18;3590;U EXPRESS CECILE              ;S;01;21009120;ELSEVE SHP LISSE INTENSE 290ML;0100;        6.00;       2730;          0;       1180;   43.22;
18;3590;U EXPRESS CECILE              ;S;01;21009127;ELSEVE SHP TOT REPAIR 5 290ML ;0100;       12.00;       5460;          0;       2360;   43.22;
18;3590;U EXPRESS CECILE              ;S;01;21009130;ELSEVE SHP ANTI-CASSE 290ML   ;0100;        6.00;       2730;          0;       1182;   43.30;
18;3590;U EXPRESS CECILE              ;S;01;21009133;ELSEVE SHP CHV.LONGS 250ML    ;0101;        6.00;       2730;          0;       1327;   48.61;
18;3590;U EXPRESS CECILE              ;S;01;21009157;ELSEVE SHP SOIN COLOR 200ML   ;0100;        6.00;       4140;          0;       2069;   49.98;
